text,l1
"Topic:Presidents' Day
Author: Ezra Billinkoff
Date: 2/16/07
Source: Scholastic News Online

 In order to praise the contribution of George Washington and Abraham Lincoln, the federal government designated the third Monday of February as Presidents' Day. Every year, people in different states have different ways to celebrate this day. Moreover, some states named it differently. For instance, in Alabama, they chose Washington and Jefferson Day rather than Presidents' Day. Why Washington and Lincoln? Washington is the leader of conquering the British, and made the U.S. become an independent nation. Many people treat him as the Father of the U.S. Lincoln kept the country that Washington built in united and released the serfs in the South with the Emancipation Proclamation.

Words: 
1> break out (phrasal v.)
Definition: if something bad such as a disease, fire, or war breaks out, it begins to happen

2> preside (v.)
Definition: to be in charge of a formal meeting, ceremony, important situation, etc.

",Chinese
"(center)Puket, Thailand - the Best Island to Visit

(indent)Puket is one of the best islands to visit in the world. Over a million tourists visit Puket each year because of its beautiful weather and wonderful scenery. For example, Puket has a mild to warm temperature. For example, in April, the hottest period in Thailand, the temperature is 25-28 °C, while it is 20-25 °C in November, the coldest period in Thailand. Moreover, the precipitation rate is low (25 in. of rain per year) because of the mountain range that blocks the strong wind from the ocean. In addition, the gentle sea breeze helps visitors enjoy incredible scenic beauty, from the sea to the beaches. Visitors can enjoy diving and seeing the natural coral reef and wonderful sea animals under the crystal clear sea water. Moreover, the sea is so clean and warm that visitors cannot resist swimming and surfing. In addition, the island is surrounded by beautiful beaches that visitors can relax. Furthermore, the sand is white and soft like white sugar. Tourists always enjoy sunbathing on the beach. To sum up, tourists around the world are attracted by the warm sunshine and beautiful scenery of Puket island. It's not surprising that a million of tourists visit Puket each year. 
",Thai
"(Indent) Cell phones and email make communication between people faster and easier. For instance, our grandparents had to wait around 15-20 days to receive news of their relatives outside the country; now advanced technology permits to do it in seconds through cell phones and email. For example, members of families who live in different cities or countries can communicate every day by cell phone or email and find out about each other. Furthermore, when workers of a company travel to another country for business, they can communicate all the time with their bosses and coworkers with these tools, making business decisions quicker and easier. Moreover, students have the opportunity to send homework to their teachers by email and be in touch with their friends by cell phone. However, the technology is not perfect and sometimes cell phones and email don't work very well. For example, emails occasionally don't arrive on time, or, if your computer has a problem, you cannot use your email. In addition, the cell phone signal is not powerful enough in some places or sometimes the battery of these apparatus loses power in the middle of an important communication. In conclusion, although cell phones and email are excellent and necessary tools in our lives, sometimes they are not safe to use. ",Spanish
"When I was a child, I lived in Asuncion, which is a capital city in Paraguay. I went to an elementary school that other japanese students went to. This school has a lot of trees and I have a favorite tree called Borracho. It was a very big tree and the meaning of Borracho is a big man who is drinking. There were also a lot of hibiscus, which is a flower in southern country, and we can see red, white, orange, and pink hibiscus. In summer, students always went to a pool which was in school, and played each other. After playing in the pool, we usually eat asado which is a kind of BBQ in south america. We always went to school on every weekend. A number of all students was only twenty, so, we knew each other well and played a lot. Paraguay is a country where I really like and I learned a lot of things.",Japanese
"Prayer in Islam

(ident)Prayer takes a high status in Islam that is obligatory on every adult Muslim, and children should be taught how to perform the prayer.
 Prayer in our life as Muslims is a special performance made by a person to connect with Allah. A prayer is composed of some movement, praise, and asking from Allah for any thing that you want. Also, we must face toward the Ka'abah, which is located in Maccah.
 We must pray at least five times a day. The prayers are called Fajr, Thuhur, Asr, Magreb and Isha. Each prayer has a specific time to perform. First is the Fajr prayer when goes from the crack of dawn until sunrise. The Thuhur prayer is performed after the sun passes its zenith until the second half of the afternoon. The Ase prayer is performed when a shadow of a vertical stick equals the length of the stick. The Magreb prayer is performed soon as the sun sinks below the horizon until twilight disappears. The Isha prayer that is performed after it has become completely dark until midnight. Any Muslim has to pray each prayer during its time unless he can't pray it for really true reason; however, she/he must do it as soon as he possible. 
 Prayer in our life as Muslims is very important. We can't ignore it at any time or in any place when it's time to do it. 
",Arabic
"An-ANON_NAME_0, where I grew up, was a small city. By 1979, my father had worked as an architect and my mother helped him almost everything. Most of my neighbor said that my parent was honest and diligent. They worked very hard and when I was 7 years old, we could buy a new house and several buildings. I have lived there for several years, where I spent many happy hours. I played there everyday with my bother, whose name is Dae-ANON_NAME_1. My brother, who was a very naughty boy, was the king of the kids. He made friends whom he met in his school. He usually used to go fishing the river with his best friend, who lived in about a mile from my house. It was very hot summer day when my brother and his friend made a Styrofoam boat and they were already aboard the ship. My brother was almost killed himself. However his friend saved him from drowning. My father gave him a real scolding. Five years ago, my bother met his best friend, who made a success in his life. 
 
",Korean
"The most memorable place in my childhood is a mountain house where I spent every summer with my grandparents and my aunt's family when I was an elementary school student. My grandfahter purchased the beautiful house ,which is located in ANON_NAME_0 prefecture, for his chidren and grandchildren to get together. The house was sold after my grandfahter died, so I can't visit there any more.
However, I still remember the days when I spent and play with my cousins in the house, and the scene we playes around the house smelling the nature.
Everytime I go to the mountain to treck, the smell of the nature such as soil, trees, and leaves remind me of my childhood when I was playing in the forest, climing a tree, or swimming in the river near the mountain house.
Moreover, It also reminds me of my grandparent' smiling. Therefor although the house had handed down, it is the place where is filled in a lot of precios memories to me. That's why the mountain house is still very important for me.
",Japanese
"The authors assert that pressure is one of creative killer which establish grandiose expectations for a child's performance. I think that an ideal educational setting should avoid any kind of pressure and encourage interest in finding.
I would like to tell you about Korean education system and my experience. In Korea, schooling is equal and open to all but high school values in education are different. Many parents try to move famous local districts which promote a lot of competition. Korean education has generated a lot of problems in the university entrance system because Korean parents and teachers have a strong passion to education for their children and they believe that entering the best university is the way to success. Some Korean students go to a lot of academies from elementary school and rarely have any spare time until becoming college student. I remember that I didn't have my own ideal when I studied in high school. Most people emphasized me to pass the college entrance examination and I usually memorized without thinking. The author said one of the great crimes adults commit against a child's creativity is robbing the child of such time. I agreed authors' opinion because my creativity was killed by a lot of pressure. 
Children education is more important and school should support their creativity without pressure. When they are controlled by pressure, their creativity will be killed.
",Korean
"I believe the author want the school to be more flexible, in term of course content, assignment, and evaluation. Firstly, Author believes that school should offer a variety of courses so that students can choose what to study based on their preference and can perform their best. Moreover, the course syllabus should be flexible, so student can be more creative in their study. For example, student taking the art course should not be restricted their interest in certain type of art, but any kind of art, so they can enjoy doing with the one they like most. 

Moreover, author believes that to grade every student under certain standard leads to competitiveness, because every one need to perform the ""best"" work teacher wants to see, not the best work student want to do, which markedly prevents creativity. Therefore, evaluation and grading should be made personally. Teacher should evaluate students based on each personality and performance. In addition, student should not be kept under too much surveillance, as most students do not like to be kept an eye on. So performance assessment should be made only two or three times. In my opinion, these are the examples of how the author wants a school to be. 
",Thai
"1. peak <1> (n.) 
Definition: the time when someone or something is biggest, more successful, or best
2. basis <2> (n.)
Definition: the information or ideas from which something develops
3. monitor <3,5,9> (v.)
Definition: to carefully watch, listen to, or examine something over a period of time, to check for any changes or developments
4. engage (in) <4> (phrasal v.)
Definition: to be doing or become involved in an activity
5. adept <4,6> (adj.)
Definition: good at doing something that needs care or skill
6.key <title> (n.)
Definition: the part of a plan, action, etc. that everything else depends on
7.key <5> (adj.)
Definition: very important and necessary for success or to understand something
8. ritual <7> (n.) 
Definition: a ceremony or set of actions that is always done in the same way
1. psyched up <10> (adj.)
Definition: to be mentally prepared for an event and excited about it
2. propel <11> (v.)
Definition: to make someone achieve something, or to make something happen or develop
1.adept: She is adept at dancing.
2.psyched up: I'm psyched up about traveling to New York City.
3.engage in: They engage in the research of mind-body connection.
",Chinese
" Bedouins are a big group. they are in Saudi Arabia, but they are the 

first group which lived in Saudi Arabia, so they are native Saudi. 

In fact they are friendly. In fact King Abdul Aziz lived with Bedouins 

first time in desert and, they helped King Abdul Aziz to founder Saudi 

Arabia, so they the best group, and the most important group in Saudi 

Arabia. Most Bedouins are hospitable. For example, Bedouin hospitality 

is reflected in the coffee and tea pots prepared for guests at a 

gathering in the desert before and right now in cities. They sometimes 

live in desert. For example they stay in desert in spring session. 

Often Bedouins wear special clothes. For instance, they often wear a 

Thop, and Shmak. The a Thop is an ankle length piece of clothing which 

is long and fits loosely and the Shmak is their head gear. Also, when 

you talk with Bedouins you will hear their accent is very fast. It's a 

different accent from other groups. Usually the Bedouins are rich men 

in Saudi Arabia. For example, they have a lot of camels and lambs just 

for business. In addition, they have special cars. For example, they 

usually buy Jeep and GMC, so they are rich men. 
",Arabic
"Peak (1)- n. the time when someone or something is biggest, most successful, or best
Basis (2)- n. the information or ideas from which something develops
Monitor (3,5,9)- v. to carefully watch, listen to, or examine something over a period of time, to check for any changes or developments
Engage (in)(4)- v. to be doing or become involved in an activity
Adept (4,6)- adj. good at doing something that needs care or skill
Key (title)- n. the part of a plan, action, etc. that everything else depends on
Key (5)- adj. very important and necessary for success or to understand something
Ritual (7)- n. a ceremony or set of actions that is always done in the same way
Implication (1)- n. a possible effect or result of a plan, action, etc.
Crucial (3)- adj. very important

The doctor monitored the period of my sleeping to catch my sleeping problems.
I think sugar is the key ingredient to make cookies.
Writing skill is very crucial for me because I'm going to go to the college in the U.S.
",Korean
"Peak (1) noun
 The time when someone or something is biggest, most successful, or best. 
Basis (2) noun
 Happening at a particular time or in a particular way. 
Monitor (3,5,9, not 6) verb
 To carefully watch, listen to, or examine something over a period of time, to check for any changes or developments.
Engage (in) (4) phrasal verb
 To be doing or become involved in an activity.
Adept (4,6) adj
 Good at doing something that needs care or skill. 
Key (title) adj
 Very important and necessary for success or to understand something. 
Key (5) Note: 'key' is used two different ways noun
 The part of a plan, action, etc. that everything else depends on. 
Ritual (7) adj
 Done in a particular, expected way, but without real meaning.
Wisdom (2) noun
Good judgment and the ability to make wise decisions based on your knowledge and experience.
 Acquiring (5) verb
 To develop or learn a skill, or become known for a particular quality.

SENTENCE 
1-Last month I engaged in the international foundation fear. 
2-I'm adept in Archery.
3-I was acquiring Archery after I graduate from high school. 
",Arabic
"According to the author, an ideal education setting would like totally different as is today. First of all, an ideal education should be without grades. For that reason, I think a good idea could be that each kid grades her/his work. If they evaluate their own work they can notice if they are right or wrong without feeling worry about how others judge what they are doing; as the author states in the passage. Second, teachers and parents should give kids more freedom and permit them to play or do activities that they really enjoy. As a consequence, kids will develop their creativity, originality and skills. Third, education should be not only knowledge but also recreation and fun activities for kids. As a consequence the ideal education should integrate the principal areas of knowledge such as: math, science, etc. with activities that permit kids to learn faster and not traumatically. Finally, parents and teachers should leave kids to manage their own time; parents could provide them a big schedule and post it in the wall of the kid's room. Therefore, children can establish their activities and control their own time. In conclusion and according to the author ideas, I think that an ideal education setting will be less strict and more flexible and fun. Teachers and parents should understand that is more easy to children learn while they are playing than learn when they are worried. ",Spanish
"Peak ; noun
Definition; the time when someone or something is biggest, most successful, or best: 
Basis; noun
Definition; on the basis of something because of a particular fact or situation
Monitor; verb
Definition; to carefully watch, listen to, or examine something over a period of time, to check for any changes or developments
Sentence; I monitored patients who underwent some operation when I was a nurse in Japan.
Engage; verb
Definition; engage in something( phrasal verb); to be doing or become involved in an activity
Sentence; The good smell in a restaurant was engaged me to eat something.
Key; 1)noun
Definition; the part of a plan, action, etc. that everything else depends on
 2)adj
Definition; the part of a plan, action, etc. that everything else depends on
Adept; adj
Definition; good at doing something that needs care or skill
Sentence; My best friend is an adept in cooking.
Ritual; adj
Definition; done in a particular, expected way, but without real meaning
Implication; noun
Definition; a possible effect or result of a plan, action, etc.
Profound; adj
Definition; very great, important, or strong
",Japanese
"Nowadays people are getting material; money is to be best important in life. So 

many People are changing how they live. They are starting to live wasteful. They don't 

save income no more. They started using credit cards to pay for things when they 

didn't have enough money. So they spend a lots of money with credit card, they can't 

control at their finance, and Financially it can be especially difficult. In the end 

they filed for bankruptcy. Most people believe that they can handle their increasing 

debts. As they paid only minimum credit card of bills. So they can spend more. But it is 

not safe. A USA TODAY/CNN Gallup survey of 1006 adults found more than a third

35% they said they had no money, put aside in case of a financial set back. That means 

Many people are living dangerously with credit card debts. The reason personal 

bankruptcies are increasing. Financial stress from the growing debt helped some 

marriage couple to cause their divorce, it easy cause social problems and every part 

will be affected.

Ultimately we must take responsibility for living with limit, we set the cost of 

live and we spend the money within budget also we save the money for emergency 

situation. 
",Korean
"1. Peak (1)
 Noun
 Definition: the time when someone or something is biggest, most successful, or best.
 Sentence: the company's profits reached a peak in 1992.

2. Basis (2)
 Noun
 Definition: the information or ideas from which something develops.

3. Monitor (3, 5,9, not 6)
 Verb
 Definition: to carefully watch, listen to, or examine something over a period of time, to check for any changes or developments.
 Sentence: Nurses are monitoring the patient's condition.

4. Engage (in) (4)
 Phr. Verb
 Definition: to be doing or become involved in an activity.
 Sentence: Only 10% of Americans engage in regular exercise.

5. Adept (4, 6)
 Adj.
 Definition: good at doing something that needs care or skill.
 Sentence: He was become adept at cooking.

6. Key (title)
 Noun
Definition: the part of a plan, action, etc. that everything else depends on.

7. Key (5)
Adj.
Definition: very important and necessary for success or to understand something.

8. Ritual (7)
Noun
Definition: a ceremony or set of actions that is always done in the same way.
9. Reveal (2)
Verb
Definition: to make something known that was previously secret.

10. Concentrate on something (11)
Phr. Verb
Definition: to give most of your attention to one thing.

",Chinese
" Renting apartment always is the best solution for saving money rather than renting a house. Moreover, it's better for you if you want to bay furniture for the apartment. In addition to that if you want to check the apartment status if it's O.K to use or not.

 Apartment is the perfect place if you want to save money. The rent will not cost you much like renting a house. And also, it's perfect for a small family. That point one of the most important points of renting apartment.

 Every apartment or house needs furniture so the place can be used. Never the less, baying furniture for apartment is less than baying furniture for house. In addition, the extra money when you bay the furniture for the apartment you can save it or you can sped it in baying something else.

 The place you live in needs care and also, you need to check it from time to time if it's good to use or not. In houses the maintenance cost more than apartment because of the size and also, you need to spend a lot so you can live in a secure house.

 In a conclusion, renting apartment is the best and the perfect choice for saving money and less expenses. Especially for those who have less members in his family.",Arabic
"The author mentions that ""surveillance and watching the kids make their creative urge goes underground and hides."" I think, sometimes it's important to watch them because they may feel better and say to them that their work is ""amazing"" they would continue to work very well. Also, the author mentions that ""putting kids in a desperate win-lose situation"" this is might be a serous problem for kids because other kids would feel depressed which might kill their creativity rather then make it grow more. It has affect on the majority which might consider it unfair sometimes. Finally, the author mentions that make the parents choose which activity supposed their children might lead to the creativity killers or kill the creativity because children know what they like by their feelings and nobody can control their feelings so we have to make them choose the activity that they want and support them. ",Arabic
"Dear MinWook

 How do you feel today? Recently I think that I'm going to buy video game. But I have decided yet. So after you read my message, please E-mail me about your opinion. 
 If I have enough money, I really want to buy video game. But it's expensive. So before I buy the game, I should compare games. You know that there are two big game companies in the world. They are ""Play Station 3"" which is made in Sony and ""X-Box 360"" which is made in Micro Soft. 
 First of all, cost is very important me. ""Play Station 3"" is more expensive than ""X-Box 360"". Actually, ""Play Station 3"" is about $700. On the other hand, ""X-Box 360"" is just $400. If I consider the cost, of course I will buy ""X-Box 360"". But, you know that ""Play Station 3"" has excellent graphic. It's better than ""X-Box 360"". In addition, Many game CD companies follow the ""Sony"", such as ""God of war"", ""Final Fantasy"", and other games. Of course, other game CD companies also follow the ""MS"". But they aren't my interesting. 
 Now, I actually want to buy ""Play Station 3"". Because graphic and game CD that is my interesting are more important than cost. But I'm wondering now. I really want to your opinion. Please E-mail me after check this message. I will wait your massage.

Good-bye
Your best friend

",Korean
" Mar 20, 2007


Dear mother,

 I 've received your letter for three days. I'm missing you. 
 
 In this letter, you said you want a pair of shoes for walking rest. I got a Ads paper about shoes yesterday. I'm planing to buy this kind of shoes for you. Generally, I think the comfortable sandals or athletics is good for you. You will decide to choose which one you like. 
 
 Well, I have some comparsions for the two kinds of shoes. First of all, the women's sandals are Route 66, but the women's athletics are all the Body Co; secondly, the sandals usually costs $ 12.99, and the athletics costs $ 9.99. Last, sandlases' color include blue white and pink white. The athletics' color just include black white. However, they are not include in the buy one and get one offer.
 Then, mom. You can choose now. Tell me by call. I'll buy it for you soon.

 Love,

 Your dauther fang
",Chinese
"When I was child, I remember my granmother's kitchen, which was small. In the right side was the table, which we will eat are all meals. At front of the door was the sink on the top of the sink was a big window that has the view to her garden which she will spend a few hours every morning. In the kitchen beside the table was the refrigeridor which was brown. The stove was beside the sink, which was also brown. On the table she always had a pice of chees that I will eating with a pice of membriyo. In the gabinet, which were on front of the sink, she had all the food, cookies and bread. Granmom and I used to spend a good times in the kitchen. I remember that I was too short to wash the dishes in the sink, so I will put a chair on front of it to stand on which let my granmom nerveous about it.",Spanish
"Som: How can I learn English effectively? Is there any advice for me?
Kyung Soo: You might learn English with your class mates. Also you could learn English by participating activities. But first of all, you have to be ready to learn new culture.
If you want to learn new language, you should learn their culture first.
It's a good way to learn their language.

Som: Really? How could I learn American culture?
Kyung Soo: You can learn by watching the TV shows here. There are so many different kinds of TV shows here. You may like ""Friends,"" or ""What about Brian."" These TV shows can help your English. If you can't hear what they say, you can turn subtitle on your TV.

Som: How about the classes? Is there a class that you want to recommend?
Kyung Soo: You've got to take a grammar class. That's really important while you learning English.
Also, you had better study grammar before start your semester. It's very difficult at first.
",Korean
"Mary: Do you know a nice neighborhood to live?
Paul: Yes, I do. You shoud check Squeal Hill and Shidyside.
Mary: Which I should check first Shidyside or Squeal Hill?
Paul: Both are good, but Squeal Hill is close to the University. You can come to class by walk.
Mary: That is good! Special know that winter is almost over. So I must start for Squeal Hill.
Paul: If you need help tell me.
Mary: I may need help because I don't know the area. 
Paul: I know well I live there remember.
Mary: Great!! With your help I can find one apartament quickly. I really need to move quickly, because where I am know the rent is to high, so I have to find another place.
Paul: We may find some places avalable to rent on internet. We might be able to see tomorrow.
Mary: In Squeal Hill has nice restaurants? I love Tai food.
Paul: So you must go to Balconi on Forbes. It is a Tail restaurant, and the food is good.
Mary: I have to check it.
",Spanish
" C/ El Balo, N 101.
 38530 Candelaria
 S/C de Tenerife
 March 20, 2007

Dear Irene,

 How are you? I'm well, but my computer 


broke, and I'm going to buy a computer, because 


I need a new computer for my job. Yesterday I 


went to the shop Best Buy and I saw two 


computers.


They have the same name but computer Gateway A 


and computer Gateway B are different in many 


ways. 


 -First, computer Gateway A costs $ 599,99 and 


computer Gateway B costs $ 699,99. The computer 


Gateway A is cheaper than the computer Gateway 


B. 


 -Second, computer Gateway A has 14.1"" screen 


and computer Gateway has 17"" screen. The 


computer Gateway A is smaller than the computer 


Gateway B. 


 However, they are alike in several ways.


Computer Gateway A and computer Gateway B 


have the same special features options. For 


example, memory, hard drive, reads and writes 


dual- layer DVDs and CDs, integrated 802.11g 


wireless LAN.


 I would like to buy the Computer Gateway B, 


but I don't know what I do. What do you think 


about these computers?. Do you think the 


computer Gateway B is better than the computer 


Gateway A?. 


 I wait your answer. 

 Sincerely,


",Spanish
"Dear. Young-Dae

 Hi. How are you? Long time no see. 

I'd like to tell you about DVD that I want to purchase.
New DVD's cost, the number and kind is different from old DVD's for reasons.
First, New DVD's cost is $13.99 that it belong two DVD. But Old DVD's cost is $9.99.
Also If I buy New DVD, I can get $5 off. And If I buy old DVD, the DVD is buy one get one.
And the cost is different from each cost. New DVD has many different kind movies. 
Movies by genre is action, romance and drama other genres. But Old DVD hasn't many genres' movies.


 New DVD is many that we didn't watch movies yet. And Old DVD is many that I'v already seem movies. So, I want to buy new DVD. We can watch movies at home, so we shouldn't go theater.
Also the movies are very cheap during watch movies. And there are also many opportunities to watch again for free.
I'll call you later.


Thank you.
See you soon. Bye~^^


",Korean
" March/20/07

Dear ANON_NAME_0 Ah
 

 Hi. sister. How are you? Here is coming spring. How is Korea's weather? I want to go back to Korea really. I recently broke my laptop. So I want to but one. I choose already 2things. Which kind of laptop do I buy? I hope that you give me advice. I will explain 
you theirs.

 Frist, One thing is Pavilion notebook made from HP. Its moniter size is 14.1 inch. And price is $779.99. Its facility is not bad. Memory is 1024MB and hard driver is 120GB. I think its price is good. Memory is good, but computer processing speed is not good. And then hard driver's size is not enough.

 Second, other thing is Satellite notebook made from TOSHIBA. Its moniter size is 17 inch. I like big size, but it is heavy either. And then price is $1299.99. It is expensive, but its facility is very good. Memory is 2048MB and hard driver is 160GB. Because memory is very good, computer processing speed is very fast. And then hard driver's size is similar with Pavillion.
I will consider buying computer carefully. If you recommend one thing, I will be more easy to choose one thing. 
 
 Sincerely,
 
",Korean
"Som: Where can I eat lunch after class?
ANON_NAME_0: You can eat anywhere around our school. There are a lot of restaurants around our school. If you want to eat reasonable and fresh lunch, you should go to Subway, because they have fresh vegetables a lot.

Som: Do you know where is a good museum in Pittsburgh?
ANON_NAME_0: I think Carnegie museum may be good because it's in front of cathedral. If you want to go there, you ought to bring your PITT ID. We are able to go there for free with our ID.


Som: Could you tell me something that I have to be careful in ELI?
ANON_NAME_0: Ok, umm. You have to be careful about your absence, because ELI says you must not absent more than 8 classes. If you absent more than 8 classes, you may not be allowed to continue ELI.

Sum: Today, we got a lot of homework. Could we finish our homework by tomorrow?
ANON_NAME_0: Actually, it must be hard, however we have got to do. So let's go to library to do our homework.



",Japanese
"Dear ANON_NAME_0,

I recently looked for TVs for us. Here's some information I gathered about TVs for choosing which is we are interesting about. There are Sony and Sharp.
Sharp TV is more expensive than Sony TV. Sharp costs $2799.99, but Sony only costs $2399.99, so we'll save extra money. However, Sony TV is bigger than Sharp TV. Sony has 50 inch screen, but Sharp TV has only 40 inch screen. You know we have the big living room, so Sony TV is better than Sharp TV. Both their screens are LCD. In addition, both of them have a beautiful looking.
 I know you're looking for which one is longer warranty. Anyway, Sony TV has a longer warranty than Sharp TV. Sony TV has 5 years, and Sharp TV has only 3 years. In addition, if we buy the Sony TV, we will get shipping free.

 I think the Sony TV is a good choosing. Anyway, let me know which one you prefer.

Love,
",Arabic
"Peak (n)
The time when something or someone is best, greatest, highest, most successful etc

Basis (n)
The facts, ideas, or things from which something can be developed

Monitor (v)
To carefully watch and check a situation in order to see how it changes over a period of time

Engage (v)
To be doing or to become involved in an activity

Adept (adj)
Good at something that needs care and skill

Key (n)
The part of a plan, action etc, that will make it possible for it to succeed
Sent. The key of success is to study everyday.

Key (adj)
Very important or necessary
Sent. Doing exercises is the key of good health 

Ritual (n)
Something that you do regularly and in the same way each time
Sent. It is ritual to check your car before 
traveling 

Flow (n)
The continuous stream of words or ideas when someone is speaking, writing, or thinking about something

Merely (adv)
Used to emphasize that nothing more than what you say is involved",Arabic
" Som: Hi, how are you? I'm a new student. Could I ask you a few questions?
 ANON_NAME_0: Sure. 
 Som: How can I get a student's ID card of the Pitt?
 ANON_NAME_0: First, you must pay your tuition for a term, and then you can get a report. Next, you should be able to bring the report and your documents such as passport, driver's license. Finally, you will need to take an ID card when you go to Students' center of Pitt. 
Som: How much should I pay for the ID card?
ANON_NAME_0:Sorry,I can't remember exactly that number, may be $10, or $20; However, I don't forget second card has to pay $20.
Som: Why can you remember it clearly?
ANON_NAME_0: Because I lost my first ID card before Spring break, so I must buy a new one that ought to spend $20. If you get one, you had better take the one carefully. You might go to the center at 9.00 tomorrow. 
 Som: What benefits can it have?
ANON_NAME_0: Oh! this is good question.It might have a lot of benefits. For example, if you borrow books in a library of the Pitt, you have got to use it, or you must show your ID to the driver when you ride a bus in Pittsburgh. I think the ID must be important for everyone.
Som: Thank you for talking. 
 
",Chinese
" This is a interesting topic . I think this is a big controversy . I think some of students prefer study at home , the reason may be vary , but I think the biggest reason may be they don't want to came to school . Study at a traditional school can have a lot of fun , you will get a lot of friends and know a lot of things from your classmates , but if you tried come to school every morning , it's hard for you wake up so early , you can choose study on internet or study from TV . 
 In the future , if we can study on TV . I think professor will agree us study at home basic on some condition . For example , you must study at home more than 3 hours one day , you have to finish every day's work and you should come to school one time each week , may be there is disagree between student and professor . and you ought to take a test on line . 
 Overall this is my imagine about future school ",Chinese
"These technologies can help students to choice their best option. Learning with computers and TV might help many students. For example, some students, who don't want to a fixed time table, may want to their classes late night or early in the morning. Specifically, they can record all the classes and can watch whenever they want. Also, they can repeat their classes, that they couldn't understand first time, as much as they want to, and they also get more time to develop their extra activities such as exercising their body, learning new language, or traveling to other country. Because their classes are so flexible, they might have more time than now. Besides, these technologies are very helpful to handicapped students. These students had to go the ""real school"" to study. But in the future, with all these technologies, they can study in their room. 
However, there is something students should remember. These technologies are based on self-control. If they can't control their technologies, they will lose their most important time in their life. It is totally up to you. You ought to control your study schedule. Most students in teen ages don't have self-control. They are not mature enough to control themselves. So the parents and students should help each other to get more effects from these technologies. 
",Korean
"In my point of view, the traditional school can build students personality and behaviors, then the using technology may build students' knowledge. So there are some of the effects between of studying at a traditional school and using technology to study at home. For the effects of studying at a traditional school, students can learn what real life is and communicate with peers and teachers. For example, when students went to traditional school, he or she may talk with one's classmates because teachers may ask he or she to do the group workshop that makes him/ her must to talk and communicate with others students. Then during the traditional school life, students will learn real life such as knowledge and behaviors from groups. For the effects of using technology to study at home that is virtual school. I think it is as assistant learning that can help students to learn more knowledge in specifically such as if you are interested on world histories, natural science or arts, you can use technology –computer or television to help you learn more. To sum up, the traditional school using technology at home ought to use to students together to make more effects of building and creating their personality and behaviors knowledge. 

",Chinese
"People may study at home and they are not going to go to school, in the future. It's good idea to not go to school, because we can go any school. Now, sometimes we should go to school which we can go from our home for financial reason or other reasons. However, if we don't have to go school, we can choose any schools all over the world. In addition, some people who have some problems about their body can also study at their home, or even in hospitals. I think studying with computer could help those people. In stead, it might have negative points. For example, they don't have to go school, so they will not meet their classmates. They can be not good at to communicate each other, and they can not learn important things to increase emotions in their childhood. I think it may be the biggest problem in the future. We should study well with using computer and we should not lose communication. It's difficult to solve the problems and make our education program better. However, if we can do both of them well, our education can be good for everyone. ",Japanese
" C/ El Balo, N 101.
 38530 Candelaria
 S/C de Tenerife
 March 20, 2007

Dear Irene,

How are you? I'm well, but my computer broke, for this I'm going to buy a new 


computer, because I need it for my job. Yesterday I went shopping to the Best Buy and I saw two 


good computers.


They have the same name but computer Gateway A and computer Gateway B are 


different in many ways. 


-First, the computer Gateway A is cheaper than the computer Gateway B. Because the 


computer Gateway A costs $ 599,99 and computer Gateway B costs $ 699,99


-Second, the computer Gateway A is smaller than the computer Gateway B. Because the 


computer Gateway A has 14.1"" screen and computer Gateway has 17"" screen. 


However, they are alike in several ways. Computer Gateway A and computer Gateway B 


have the same special features options. For example, memory, hard drive, reads and writes dual- 


layer DVDs and CDs, integrated 802.11g wireless LAN.


I would like to buy the Computer Gateway B, because the screen is bigger than computer 


Gateway A, but I don't know what I do. What do you think about these computers?. Do you 


think the computer Gateway B is better than the computer Gateway A?. 


 I wait your answer. 
 
 Sincerely, 
 ANON_NAME_0
 ",Spanish
" Dear Bill


 I bought a new TV for my new apartment, and I wanted 

to send television's picture. You can see it in the back 

page. 


 First, the television is more beautiful than my old 

TV. It has a nice design. Also, it is biger than my old TV. 

For example, it's size is 52-in, but my old television's 

size is 50-in. It is made Sony. Actuality, the sony campony 

is abest campony made Tv.


 Second, the television is more expensive than my old 

TV. For instance, it is cost $4499.99, but my old TV was 

$1699.99. In fact my new TV was Tktd $5399,99 but naw you 

know it is $4499.99 I mean $800 off ticketed price.


 Third, the television has high definition, it is full 

HD 1080, but you remembered my old TV didn't have HD. I 

hope you visit to my new apartment as soon as possible to 

see my new TV. 




 Sincerely yours, 

",Arabic
"Dear Alok,

 I have a problem want to share with you. That is I want to by the notebook. But I don't know which one is better. I need your help to choose the best notebook for me.
 Here are two reasons. There are Dell E1405 and Dell E1505 notebooks. I change first one is A and the other one is B. The cost of the A is $799 and the B is $899. The B is more expensive than the A $100. The colors are both black and silver gray. I like this color very much.
 The size of A is 14.1`` and B is 15.4``. The A's size is smaller than the B. And the capacities of these are same. For example, the memories of both are 1GB and hard drives are 120GB.
 I think both are okay, but I want to hear your opinion. Resend e-mail to me, please.

 Sincerely,
 
",Korean
