text,l1
"My favorite restaurant is Cheese Cake Victory because it has many nice foods for me. My kind of restaurant is Italian food. It has greeted desert. I go there every weekend. I thnk these good restaurant for me. 
",Arabic
"I don't like English, I could quit my classes. These days should rain again, because the weather is too hot. I must have got sick, I feel so tried.",Chinese
"what was a hot day yestertaday before the heavy rain came up. I did not cook in the evening, but i reviewed the ""listening"" and ""speaking"" because of i would be a quiz next day.",Chinese
"when i woke up in the morning, the ground was wet.
it might have been rain last night during sleeping, or someone could have washed the window.
but when i went out for a walk, seeing all paths was wet, it must have raind last night.",Korean
I went to the gaint egell.after that I came back to my appartment and did my homework.Then I ate my dinner and I went to sleep.,Arabic
"What did you do yesterday?


I went to school and studied English hard. After school, I went to the Hilliman 
Library. Go home and sleep.",Korean
I'm from Dubai. I'm 27 year's old. I'm new student in university of Pittsburgh. I'm learning English language.,Arabic
"After attending ELI class, I went to Japanese store to get some japanse staff. I had to prepare dinner for Japanese guests who came from Japan for their business. I was very busy.",Japanese
"yesterday I planed to do workout with my roommate after finished my classes, but i could not do that because it was suddenly rainning a lot yesterday. so i just stayed in my house while it was rainning.",Korean
"Yesterday morning I went to ELI classes, after class I returned to my house, when I was in my house, made my food, and after I went to visit my best friend.",Spanish
"Steps:
 First of all, decide on a destination.
 Then check a schedule, weather and costs..etc.
 Later, search for the destination.
 Before leave your house, check the door that locking or turn off the light and gas
 At last, leave your house. 
",Korean
"1. Make a group
2. Decide destination
3. Research special place
4. Prepare the transportation and hotel
5. Think about expectable money
",Korean
"#1: gather information from the internet
#2: refill the oil-tank and buy snacks
#3: prepare coins for highway charge
#4: enjoy the beautiful Niagara falls
#5: stay for one night and go home at the very next day

",Chinese
"steps
- choose where you want to go
- make a trip schedule
- make a reservation for transportation
- prepare to travel(packing luggage, check your passport
- enjoy your traveling
",Korean
"Steps
1-First, choosing a place to go.
2-Earlier, prepare my passport and visa.
3-During, making travel arrangements.
4-Just before the trip, prepare documents.
5-Finally, arriving earlier to the airport .
",Arabic
"leaving firday night.
where i want to go:1.broadway
 2.random street i want to walk
 3.timesquare for nightsight.
going home on Sunday. ",Korean
"First, conduct the budget and the expenses of the trip.
Then, make reservation for hotels on line.
After that, check the car.
Next, get maps and tourist guider.
Finally, strap the bags.
",Arabic
I used to live in saudia arabia.I king ANON_NAME_0 universitey.In thoes days i live in pittsburgh.I study at universitey of pittsburgh. ,Arabic
I used to live in saudia arabia.I king ANON_NAME_0 universitey.In thoes days i live in pittsburgh.I study at universitey of pittsburgh. ,Arabic
" My friends. I love my friends , because first they always are happy and friendly , second If I have a problems they try to help me , and Finally we love to make a big party every months. In my life my friends are so important.",Spanish
" Many korean have Chinese word name, but I don't have Chinese word. I think just korean name was popular when I was born. I very like swimming. Every morning I do swimming. I prefer make earring and accessories. ",Korean
Eunchung would be a good roommate for me because we have similar facts. She and I both love shopping and have a sister. ,Korean
"My country is Saudi Aribea. I like my country.
It has a green flag. Imiss my country every day. my country is big. Saudi people are nice,friendly and open minded. ",Arabic
"I used to live with my family .I used to drive my car .I used to live in saudi arabia.I used eat alot of food.Today I live alone , I ride the bus , I live in Pittsburgh , I eat one meal in the day.",Arabic
"I used to live with my family .I used to drive my car .I used to live in saudi arabia.I used eat alot of food.Today I live alone , I ride the bus , I live in Pittsburgh , I eat one meal in the day.",Arabic
"- the world's most widely-used languages
 (major languages)

- native, minority, communal or ethnic tongues",Korean
"- the world's most widely-used languages
 (major languages)

- native, minority, communal or ethnic tongues",Korean
"Topic sentences : There are many different kind of 

sports for healty life.

Concluding sentences : We should play some kind of 

sports for live a long years.


",Turkish
"Topic Senteces : We should decide what are we going 

to be after the high school 


Concluding sentences : We need to think about and we 

have to choose best one.


",Turkish
"Topic sentences : All pets can be our friend.

Concluding sentences : We are not alone, we have a 

real friends.",Turkish
"Topic senteces : My favorite food is Kebab .

Concluding sentences : I miss my best food, I want 

to eat it.
",Turkish
"Topic senteces : There are many different kind of 

holidays .

Concluding sentences : We should enjoy verious Holidays.",Turkish
I choosed University of Pittsburgh.I wanna take TOEFL test.After I will try for gradute student in University of Pittsburgh,Turkish
My favorite food is turkish kebab.In USA my second favorite is pizza.Actually i like delicious cousine.,Turkish
" There is some kinds of sports. 





Sports has many kind, but every one has his favorite kind of sports. 






",Arabic
" There are important things to consider about choosing university. 




For those qualities you can choose a good university. ",Arabic
" In Saudi Arabia there are three holidays. 






Thoese holidays are the only holidays in Saudi Arabia. ",Arabic
"Topic sentence:sports has many advantges for health.




concluding sentence:This is why sport is good for health.",Arabic
"Topis sentense:there is many factor to choose a university.



concluding sentence:From these factor you can choose agood university.",Arabic
"Topic sentence:Many pepole treat pets like a human.




concluding sentence:As you can see why pepole like ther pets.",Arabic
"Topic sentence:My favorite food is my mom food .




concluding sentence:Beacause i miss my mom this is why.",Arabic
"Topic sentence:There is two holidays in my country.




concluding sentence:From these reasons we have two holidays.",Arabic
"Topic Sentence:
There are many kinds of sports we can do.

Concluding Stentence:
For these exercises,We can choose what we like to do . ",Chinese
"Topic Sentence:
There are many things to consider when we choose a university.

Concluding Sentence:
Above these things,maybe we can attend to a good college.",Chinese
"Topic Sentence:
When we have a pet,we should consider a lots of things.

Concluding Sentence:
For these things,maybe we can be a good master.",Chinese
"Topic Sentence:
My favorite food is Chinese food.

Concluding Sentence:
Although many kinds of delicious food I can choose,I likely Chinese food.",Chinese
"Topic Sentence:
I have many plans to do in my holidays.

Concluding Sentence:
For these things,I think that my holidays will not be boring.",Chinese
"Topic sentence 
:There are three reasons why I like playing table tennis.


Concluding sentence
:These reasons explain why I enjoy playing table tennis.

",Korean
"Topic sentence
:There are four important Things when you choose a university.

Concluding sentence
:Therefore, you should consider these things when you choose a university.",Korean
"Topic sentence
:Cat is a really lovly fat

Concluding sentence
:For these reason, cat is a very attractive fat for everyone.",Korean
"Topic sentence
:My favorite food is Tobu.

concluding sentence
:These examples explain Why I like Tobu.",Korean
"Topic sentence
:There are three important Things which you should remember for the X-mas.

concluding sentence
:Therefore, you shoud remember the important things when you enjoy the X-mas day.
",Korean
"topic sentence:

Sports offers us many advantages.


Concluding sentence :

Therefore, it is helpful for us to enjoy sports. ",Korean
"Topic sentence :

Choosing a university have to be concidered many things.


Concluding sentence :

For the above reasons, many factors must be needed to choose a university. ",Korean
"Topic sentence:

Taking care of pets allows us to get various benefits.

 
Concluding sentence:

In conclution, I recommend you to take care of pets, because it gives people many kind of advantages. ",Korean
"Topic sentence:

My favorite food is Kim-Chi fried rice.


Concluding sentence:

For these reasons, Kim-Chi fried rice is the most delicious food for me. ",Korean
"Topic sentence:

The most impressive holidays are celebrated in winter.


Concluding Sentence :

In conclution, holidays celebrated in winter are very interesting.

",Korean
"topic sentence: 
we have many kind of sports to choose and we have a lot of fun with it.

concluding sentence:
for these resons, we like that sports,we are very enjoy it.",Chinese
"topic sentence:
there are many advantages when you choosing a university.

concluding sentence:
all in all,there are lots of benifits for you choosing a university.",Chinese
"topic sentence:
we have many pets in the world, they will give you a lot of happiness for your own them.

concludind sentence:
reconding these resons, pets are friends of us, we have a hug fun when you have them. ",Chinese
"topic sentence:
different country has different food, my favorite 
food is chinese food, because there are many reasons 
to suport my view.

concluding sentence:
for these reasons ,I think chinese food is the best 
food for me. ",Chinese
"topic sentence:
In china we have lots of holidays, some holidays very intersting.

concluding sentence:
all in all, we are enjoy that holidays and have a lot of fun with it.",Chinese
" There are many different kind of things for staying healthy .First of all, sports are very helpful for syaying healthy.After that, the most important things are healthy foods.",Turkish
"- Research information about the city where we want to go (interested places, weather, and foods)
- Planning (time and places)
- Checking car (wheels, engine, and wiper blade)
- Prepare budget
- Packing bag (cloths and equipments) 
",Thai
" My name is Bright Kim. I live in 21 century. I am Korean, but I live in USA. If you can find a movie which name is Titanic. I recommend you to watch this movie. Because you can understand love is.. never changed.",Korean
It means that the survival of about 40 languages will depend on how government copes with this problem about endangered languages.,Korean
"The survival of languages is up to the government policies; policies about education, business or something else whether they(languages) will be taught in schools and other official institutions or not.",Korean
"The number of languages can be two times bigger or smaller by the way we define them. 

nearly extinct, seriously endangered, endangered",Korean
"those languages depend on goverment support to maintain.For example , make them the official languages to force the people to use them thus, they maintain.",Arabic
"It means that the survival of about 40 languages will depend on how government copes with this problem about endangered languages. For instance, government can encourage people to be taught endangered languages through various education policies.",Korean
"It means that many languages are classified by two factors. The criteria might be about how many people use that language, and is that language being passed down to children.",Korean
"My country is Saudi Arabia. First I like my country. Second it has a green flag. Then, I miss my country every day. Next, my country is big. After that Saudi people are nice, friendly and open minded. Finally I hope that I can go bake to my country. ",Arabic
"It means that these 40 languages will have the amount of the speakers based on the government policies.

I think the policy of consolidate the languages.",Arabic
There are three important things to consider when choosing a university.First of all the quality of education is most important think.In addition you should consider location.And cost is third important things.,Turkish
" Three considerations when you choose a Universtiy 
 
 There are Three important things when you choose a University. First of all, you should consider quality of education. Second, you should consider location. Finally you should consider price. these are three important considerations when you choosing a University. ",Korean
My main topic is Camel zigarette because the tobacco is from the turkey and its so hard to smoke you need a good lounge.On the other hand im not a smoker .Im against smoking because it is unhealthly.,Turkish
"Asia Society, Bush administration, and schools who provide Chinese program are supporting the initiative to teach Chinese.",Korean
 I have thought about travel to New York. but I haven't been there. because I didn't have enough time to get there. I have gone to Cleveland instead. Because it took only 2 hours by driving. ,Korean
"I should have gone to Boston. Although I have never been over there, I couldn't go. I have spent a lot of time and played games with my daughter instead of going to Boston. This Morning, I promised my daughter that we will play games together after lessons.",Turkish
"1. because of new life in the U.S
2. because of language problem
3. because of the restrictionof F1 visa",Japanese
"International students are under much more pressure than American students until graduatation from University in the U.S because of a new life in the U.S, language problem, and the restriction of F1 visa.",Japanese
"My doctor`s office very big.There are three big windows on the right and two medium window directly in front of you.Since, my labtop is on my desk.I can look out the window as I work.",Turkish
"In Japan, there are different pressures to being students in junior high school, high school, and University.",Japanese
"1. A high school student suffers from for the college entrance exam.
2. A university student gets stress about finding a suitable job.
3. A graduate student is pressed by their thesis.
",Korean
"The pressures of being a student are different when they are high school students, university students and graduate students.",Korean
"Yes, I found it reasonable, because humans like smells. According to the text the researchers find out that the smell is influencing first impressions of a potential partner. ",Korean
"Three focuses: 
The pressures of being a student in English foreign institute
The pressures of studying my original major 
The pressures from my domestic responsibility.

",Arabic
"The thesis: For me, I suffer from some pressers of being a student which come from studying English language beside my original major and domestic responsibility.

",Arabic
"FOCUS: learning stages VS pressure intensity

Preschool and elementary school >>>>> mild
High school>>>>>>> strongest
University stage >>>>>>> very mild & strange 
",Chinese
"As a result, being a student in Taiwan has to face different pressures in different learning stages and that is the reason why Taiwanese students are losing their innate creativity toward studying or the precious childhood.",Chinese
"Student often have a pressure, such as stuying, relationship and personal things. But they have time to solve it.",Japanese
"Whenever I had a test or examination, I could see each person's features under pressure. I think the pressure of an examination relates to age, area of study, finances. ",Korean
"In Japan, there are different pressures to being students in elementary school, in junior high school, and high school.",Japanese
"- Different culture
- Different language
- Lessons are hard to understand
- Try to get a good score
- Parents expectation
- Have a good career in the future
- Feeling discourage
- Teachers are strict",Thai
"There are three period of time in my student life: before enter the university, being a university student, and go back to school again after working.",Thai
" There are a lot of difficulty in many respects being international students; speaking different languages , financial problem with tuitions , restrict visa rules. ",Korean
"1- When I was in high school;
2- When I was in University at KSA.
3- When I came to USA for Master Degree.",Arabic
"There are a lot of problem in Eduation that can act on the student. for example, I met a lot of pressure when I was in high school, B.D on University and at master Degree on USA",Arabic
" 1>After education, most students want to get a good job, but it's hard to get a better job. 
 2>Some students afraid of obscure future
 3>When students take classes, they have to pay a lot of tuition.
",Korean
" All people who have different kind of job have a lot of stress such as money, family, or love, it's true. But if you can choose life without worried or life with worried, which one do you choose? You probably choose the first one. ",Korean
" Student's pressures financial, culture and community.



Students culture 
Counties customs
Language
College cost 
Homesick
Life difficult
Find best friend
Find major 
success and failure
family problems
transportations
",Arabic
" Student's pressures time, financial and concentration.


Time
Students culture 
Counties customs
Language
College cost 
Homesick
concentration
Life difficult
Find best friend
Find major 
success and failure
family problems
transportations
",Arabic
" 1]After education, most students want to get a good job, but it's hard to get a better job. 
 2]Some students afraid of obscure future
 3]When students take classes, they have to pay a lot of tuition.
",Korean
" All people who have different kind of job have a lot of stress such as money, family, or love, it's true. But if you can choose life without worried or life with worried, which one do you choose? You probably choose the first one. ",Korean
"The Pressure of Being a Student and as we Know life as a student is really challenging, being in college or university is a serious thing to do.",Arabic
"In my opinion, most of the college students suffered from pressures in five areas such as time management, expenses, student responsibilities, health and assignments.
",Arabic
"Before I came to Pittsburgh, I had never imagined cooking at home. I had been studying at the medical school and had been working at the hospital for 12 years. I was always busy at that time. So I didn't have time to cook.",Korean
"will start
start,I don,t have 
I will finish
she will look
after I will graduate I am
processing I look for
It,s
jobs are
job after
decisions,before",Korean
"start
start,I won,t have
I finish
she look
after I graduate, I am
processing,I will look for
It will be
jobs will be
job before
decisions after
",Korean
He will be graduate student.He will make career.He will be buy ship.He will be buy Kia cars.He will be speak very well.He will find a good job.,Turkish
"Good competition is the competition which fosters team or group spirit.

Bad competition is the competition which put people in a desperate win-lose situation.
",Korean
"""telling children which activities they should participate rather than making them follow where their curiosity and enthusiasm lead.""",Korean
telling childern which activities they should participate in rather than allowing them to follow where their curiosity and desire lead,Korean
"a: it is used to explain something that might have unpleasant or undesirable results

b: without any particular timespan in mind

c: hasty or quick whith the time-related pressure",Korean
"Bad competition is the one who puts the child in front of the win-lose situation with just one winner, on the other hand, good competition is the one who accommodates group or team instead of just one winner. ",Arabic
"""Telling children which activities they should participate in rather than allowing them follow where their curiosity and desire lead."" ",Arabic
"1-Risk taking intention to do something even though there something bad will happen.

2-Open-ended: no limits.

3-Hurry-up: more quickly
",Arabic
"I agree, because even children have their own needs and desires which need to be fulfilled in first place then it is parents and teachers responsibility to guide and motivate the reasonable goal which child may capable to achieve, all this by convincing and motivating the child. ",Arabic
"The first IT one refers to intrinsic motivation.
The second IT refers to the particular activity or material.",Arabic
"- Step 1: Precautions of preparing the Maamool dough.
- Step 2: Precautions of the Maamool stuffing.
- Step 3: Precautions of Maamool baking. 

",Arabic
"1.Prepare for kitchen tools and ingredients
2.Follow the instruction to make rice
3.Mix the rice and some ingredients to make sushi rice",Japanese
"
Arrange time 
Enough sleeping 
Clean a room 
Make a coffee 
Wear Comfortable cloth
Prepare material of study
Start studying 
Review 
",Arabic
Teacher's suggestion is always helpful for me. Peter used to give me a piece of advice about how to self-correct my grammar.,Chinese
"The greatest problem in my country is the population. Nowadays, there are so many people live in China. Beijing, the capital of china, and Shanghai, the finance center of China, both are good examples. There are more than 15 millions person live in each city, and the n",Chinese
"When she prepared her job interview, she asked some important advice and her best friend gave her the best, reasonable suggestion.",Korean
"Although many people want to buy their own house, it is very difficult in Seoul. Goverment has strived to control every apartment price but they couldn't do. Some rich people can earn much money but many people couldn't save their money. R",Korean
I dropped the new glass that my mother bought a week ago. It was broken into several pieces of glass.,Korean
"One of the greatest problem in my country is Misiar Marriege. [Many] women dessagree with this idea, but [few] of them can make effiction toword this problem. each men and women are hav",Arabic
"I gave a piace of advice you to study grammar, and I hope my suggestion is useful for your studying.",Japanese
I think the pouplic transportation system(c) is one of the greatist chalange in SAUDI ARABIA.people do not have many trains or trams . Some of the bu,Arabic
Yeaterday my friend gave me a piece of advice about how to improve my English listening. One of her suggestion was watch TV at least 1 hour every day.,Chinese
"I gave my sister some advice to enter highschool before her graduation, and I also gave her suggeston to study abroad before entering high school.",Japanese
She wanted me to give her a piece of advice about her major. So I gave her some suggestions about my major.,Korean
Some kids broke my car's front glass yesterday. Actually I heard something around midnight when I was drinking a glass of water.,Korean
"1-I have broken a five cup of glass last night.

2-If you don't wear your choose, the glass in the floor will heart you.",Arabic
"When I felt no idea what I should do to prove my English, I got a piece of advice from my mom. She told me""find some magazine you interested, then read it every day, you can do it better use this way"".",Chinese
"Yesterday weather was too hot, I drank six glasses of water. When I went to outside, I saw some bad guy broken my car's glass.",Chinese
"My teacher give me a piece of advice about how I can learn the grammar. 
I have a suggestion to this trip.",Chinese
I will think about whether the plane will crash when my airplane takes off at the beginning of a trip.,Chinese
"If a doctor wants to make sure how to solve a problem, he or she will call a consultant to help whith a medical issue.",Chinese
A parent will take something away from a child because he or she wants to control his or her child's behavior.,Chinese
It is the best way to pick out a fresh ear of corn at the farmer's market at the beginning of the season.,Chinese
"Haveing enough money, buying furniturea and decorating are three things that I need to set up a new apartment.",Chinese
"I hung a picture up on the bedside wall on last weekend. Because it had been on the wall near the sofa, but I'd like to change the place. So I can look at it on the other angle.",Korean
"I was looking out for the English institute information in the internet, and newspapers for several weeks. However my friend told me the ELI and finally I decided to come to the ELI.",Korean
"Because there are various specific divisions in medical fields, and they don't know everything. So they are asking for the other doctors about some medical issue.",Korean
"When I came over my friend, she informed several convenient websites. ANON_URLPAGE in the list, so I can look up the address in that site.",Korean
"Because I don't know about a fresh ear of corn, I'll ask for the store clerk, or look on what the other people choose.",Korean
"The three things are a quiet room for meditation or listening music, a well-lighted living room to take out my friends, and a big window to look the night view after turning out the light.",Korean
"When my airplane depart at the beginning of a trip, I usually think this airplane arrive at destination safely, and I pray God.",Korean
"When the airplane takes off, I usually make sure my seatbelt and try to think about the moment the airplane will land safely. ",Japanese
"Because a medical issue is sometimes very complicated and a doctor cannot deal with it by himself, he sometimes calls a consultant in to help with it. ",Japanese
"A parent worries about her child, and she sometimes takes away from a child something that can have a bad effect on her child. ",Japanese
"When I set up my new apartment, I need to have water supplied, rent a garage and buy some furnitures. ",Japanese
"I usually think about having a safe trip when my airplane takes off, so I always pray at the beginning of a trip.",Chinese
"My agent recommended me to study in ELI at Pitt, and I found out about details of ELI from its website.",Chinese
"When something has brought you down, you need to have an optimistic attitude first and then find out a way to solve your frustration.",Chinese
"You pick out a green, heavy and moist corn first and then tear off leaves of corn; therefore, you can make sure how the quality of corn is.",Chinese
"You need to set up all utilities, furniture, and communications, while you are moving in a new apartment.",Chinese
"~ Inroduction
- When we make a paragraph?
- What ways can we use to make a good paragraph?

~ Body
- Preparing writing 
- Writing paragraph
- Revising and editing

~ conclusion
- How to make a good paragraph",Korean
"The last time that I tried out a new way of doing something was yesterday in my grammar class.Was great, it was a new way to learn phrasal verbs.",Spanish
"Sometimes is hard to understand a problem at work because you usually think that you are doing everything well without mistakes, and that means you donñt have insight to accept that probably you have a problem or something is wrong in your work.",Spanish
A parent does sometimes take something away from a child because probably it is dangerous for his child or sometimes this is the way to punishment.,Spanish
"You look someone's address up online looking at google or yahoo for example and you only write his name and address, and the computer givi you this information.",Spanish
The best way to cope when something has brought you down is if you don't have experience to deal with this kind of problems only try to listen the problem and explain your opinions but the most important thing give some advices to find professional help like a psyquiatrist.,Spanish
The best way to pick out a fresh ear of corn at the farmer's market is to press the corn grain and feel how soft is.,Spanish
"The three things that I need to set up a new apartment are, first the location, second the rental cost and if this cost include all utilities and third watch the apartment looking the things you want like open kitchen, carpets, windows, etc.",Spanish
"I think it needs to fill it up by furniture, try bright the rooms out and check up the main door is secure.",Arabic
I tried out a new way of cooking a new kind of Thai food yesterday. I maked apricot soup with tilapia fish.,Thai
Fist time my sister told me to take course here. After that I find out the detail of the course by using internet. ,Thai
Because sometimes the patients has unusual disease and he doesn't have enough information about that.,Thai
"because sometimes a child doesn't follow the house's rule; for example, a child doesn't brush his teeth, so parents take a snack away from him.",Thai
"Three things that I need to set up a new apartment are finding kitchen utensils, furniture and decorations.",Thai
"Filling in ""Google search bar"" with someone' name and looking into results can help to find someone's address out. ",Korean
I have to clean up my apartment and call up internet company to install internet and pick up furniture.,Korean
One is to pick telephone up. Second is to call up someone who can speak English. And third is to talk him or her into taking me to shopping mall.,Japanese
"Several days ago, I found out how to change the color of main board in computer. I usually did that with many clicks but one of my friends taught me and I tried it out at home. ",Korean
I really don't know why they do that. I think they call consultants when they have something they can't figure out. ,Korean
"Doing things without a plan makes us to solve a problem because sometimes major problem doesn't show up at first. 

",Korean
"At first, I look at it very carefully and look it over by its color. Green one is usually better than yellowish one. ",Korean
"First of all, I'd like to hang up a curtain and pick out a bed. Finally, I'd like to hang up a big watch.",Korean
I generally travel by train or bus because I am afraid of airplane journey. Especially when the airplane takes off position I am afraid of and close my eye. ,Turkish
"Sometimes we give a different reaction to some medicine. At this time we must call a consultant in in a doctor for taking advice for a medical issue.
",Turkish
"When you set up a new apartment you need a lot of things. Tree of which are below.
First one is a good bed.
The second is a new television.
The last is a big table. ",Turkish
"Clothes often provides a strong impression about peoples' job, economic situation, likes, dislike, habit and character. 

Harmony can tell a lot about a person.

Colors can tell a lot about aperson.

Measures can tell a lot about a person.",Turkish
"A topic sentient is very important when you write a paragraph.First,the topic sentence is the most important because when anybody read the topic they can understand what it is talk about.Second, the topic sentient gave good idea",Arabic
"If my best friend tell people about my secrets, I'll advise her not to do it first and if she keeps on telling, I'll avoid her.",Korean
"When I caught a cold, my body couldn't prevent infection therefore I took some antibiotics for a couple of days.",Korean
"My mother is the most charming person. She always take care of me, my brother and my sisters. Moreover, she likes to help people who she doesn't know them before.",Thai
"If my best friend disclosed my private information, I would ask her about the causes and tell her that I don't like it.",Thai
"When my immune system didn't work well, I had a headache. My temperature was increased. I didn't want to have meals and felt sleepy.",Thai
"I think my professor is the most charming person I know. Because, even he is smart, did a lot of work, and got reputation in his field, he is still humble, kind, and make other people happy.",Korean
"If my friend disclosed my private information, I would be angry, sad, and frustrated. And I would not meet the friend for a while.",Korean
"When I have stress, be tired, and don't have enough sleep, my immune system doesn't work well. At that time, if the wether were cold, it would be easy to catch a cold.",Korean
"My friend, Riva, is the most charming person I know, because every time I saw her, she always smiling to everyone.",Chinese
"I will be angry if my best friend disclose my private information, because everyone will know my deepest secret.",Chinese
"When I was about six or seven years old, my immune system did not work well. I still can remember I was too sick to get out off the bed.",Chinese
"The most charming person that I know is one of my best friends, her name is Ana Manrique and she is a very good friend.She always looks great, happyness, calm and she usually talk with me and give it to me some advices about my life and my study.",Spanish
"First at all I talk with him and I ask if he disclosed that information, and if he disclosed that information I think he is not a good friend and our relationship probably finish.",Spanish
"My inmune system didn't work well 20 years ago when I suffered hepatitis and started to have fever, malaise, headache, jaundice, nausea and vomit. The Doctor's needed to start Antibiotics because I had a very dangerous decrease in my defenses.",Spanish
"Maddonna is a charming person for me. When I see her on TV, every time she makes me joyful and happy.",Japanese
"Immune system is natural ability to protect oneself from the disease, so if my immune system didn't work well, I might be serious illness when I just take a common cold.",Japanese
"My cousun is my charming person because he is always smiling pleasing to me, and he has my family calm down when he come to my home.",Japanese
I think that my friend regards me as creditable when he/she disclosed me private information because private information should hardly be revaeled to others who are not worth to trust.,Japanese
"When I cught cold, I felt that my immune system did not work well. Although the immune system has to protect my health by body and it can resist bacteria of cold , it could not prevent bacteria of cold from coming into my body.",Japanese
"I think my friend, Chieko, is the most charming person because 
 she is always smiling and very pleasant.",Japanese
"When I came to Pittsburgh to find my apartment this Janualy, it was very cold and I cought a severe cold. I stayed at a hotel for about one week, but I couldn't recover until the day I left Pittsburgh. I couldn't resist against the cold.",Japanese
I think Beyonce is the most charming person because she has beautiful appearance and fantastic voice.,Korean
"I think, My mother is charming person, because she is alway smile. she is good at cooking and speaking.",Korean
"I'd like to talk with my friend and than if she talks turth all of them to me and she apolozise to me, I will forgive her.",Korean
"when i was young, I had fever.At that time I ate something after that i throw out all of them. and than I went to hospital by my parents.",Korean
"My wife is the most charming person for me. Because she is very beatiful and has a lot of charming behavior. First of all, she is a mother.",Turkish
"When I got ill easily, my immune system didn't work well. For example, in 1996 I got sick and stayed at a hospital for a week. It means my immune system didn't work well.",Turkish
"unfortunately,there are not charming person I know at this moment, but maybe two of my old frind who are usually pleasing and atractive me to their smart thinking",Arabic
Maybe I will put he in my black list because keeping my secrt and private information is the important thing in solid frined relation.,Arabic
"that made many trubles for me, I was ill and felt bad. because that time I didn't have resistance for Bacterious and virous.",Arabic
"In my oppinion, wy wife is a very charming person because she is very beautiful and clever person. When I saw her, I got a shock because she is very beautiful girl and nice girl. She generally solves problems very easily.",Turkish
"If my best friends disclosed my private information, I would be very angry and after this event I would cut off our relation because personel information is very secret and should not be disclosed.",Turkish
They should fix the building and also they had better work fast .They should clean the room and they should connect the cable at the top.They should get a new window and they should fix the copy mechine.,Turkish
"1-you ought to clean the classroom.

2-you should buy a new photocopy machine.

3-you had better orgnaize the classroom.

4-you should fix the light.

negative
1-you shouldnt let the window broke.

2-you shouldnt let the students wait that long.
",Arabic
"I will keep this private information after I heard, and I will also tell my friend disclosing other's private information without permition is impolite.",Chinese
"1. Courses I have taken can be classified into three types: major course, selective course and sports course.",Korean
"There are three types of successful people : making one's fortune by one's own efforts, inheriting from their parents and lucky people",Korean
"There are three kinds of automobile drivers: people who always observe the law, people who always discard the law and people who obey the low only under the policemen.",Korean
"Electronic devices can be grouped into three types: home electronic appliances, industrial electronic devices and science electronic devices.",Korean
"basis for division: learning style
groups
1. like to study alone
2. like to study with group
3. like to study using computer",Korean
"basis for division: favorite movie 
group
1. students who like action movies
2. students who like romantic movies
3. students who like horror movies",Korean
"I can divide course I have taken into three parts ;elementary, low intermediate, upper intermediate
",Korean
"Friends I have had can be grouped into three types ;I met them when I was a child, I met them when I was a student in the university, I met them when I was in the U.S.",Korean
"I can divide automobile drivers into three types ; drivers who are in 20 year generation, drivers who are in 30 year generation, drivers who are in over 40 year generation.",Korean
"basis for division ; English classes
groups
1. for grammar and writing
2. for speaking and listening
3. for reading 
",Korean
"I can divide friends I have into three types: high school friends, middle school friends, college friends.",Korean
"Automobile drivers can be divided into three parts: like fast speed, don't like fast speed, keep a regular speed.",Korean
"Successful people can be classified into three groups: acdimic people, business people and political people.",Arabic
"Friends i have had can be divided into three types: those who graduated from girls-high school, boys-high school, co-educate school.",Japanese
"There are three classes of automobile drivers:beginners, more than two-year experience drivers, ten-year experience drivers.",Japanese
"I can divide courses I have taken into three parts: childhood, student, and after I graduated university.",Korean
"Friends I have had can be classified in several kinds: best friends, normal friend, and friends who I don't want to meet them.
",Korean
"The automobile drivers can be divided into three groups : violence drivers, discretion drivers, and the best drivers.",Korean
"Electronic devices.

I can categorize Electronic devices into two types : home appliances, and industrial product.",Korean
"Sometime your opinion is not matched against your wife's opinion. However, you had better not fight with your wife.",Korean
My uncle I have a headache and I need to take my medicen. would you please give it to me from the farzer?,Arabic
"
There are three types of courses I have taken in the E.L.I: Writing class, grammar class, and speaking class.

",Arabic
"
Successful people can be categorized into three groups: independent successful people, dependent successful people, and accidental successful people.

",Arabic
"
There are three kinds of friends I have had: Friends at school, friends from my travels, and friends at on-line chatting.

",Arabic
"
There are three classifications of electronic devices: Audio electronic devices, video electronic devices, and multimedia electronic devices.



",Arabic
"The courses I have taken can classify into three group: regular courses, improved skill courses, and TOEFL courses.",Thai
"There are three types of the friends I have had: younger than me, older than me, and same age as me.",Thai
"Automobile drivers can be grouped into three types: F1 drivers, Nascar drivers, and motocross drivers. ",Thai
There are three types of mistakes people make when learning a second language. I am studying a second langue right now so I can find the problem. ,Korean
"TITLE : types of students
Introduction: (group students into 3 categories by their attitude) 
thesis statement : 
Since attitude is so important to us, we can grade students into 3 major groups by their attitude: Diligent student, lazy students, ordinary students.
BODY:
#1Diligent student
#2lazy students
#3ordinary students
Conclusion:
",Chinese
"The first, we should put the plug out when you don't use any home appliance. Second, we should use a bicycle when we go to near place. Third, we had better use public transportaion. Finally, we should remove useless things in your car. ",Korean
"topic: kinds of doctors.

1.explanation of doctors
classified: surgeon,physician

2.surgeon 
:what they do,how they do, specific details about surgeon. 

3.physician
:the kind of fields, what they do 

4.conclusion
:they have effected in our lives. ",Korean
"I think it's strange. Because that'S still usable. If I throw away that, I'll buy new one. And then I'll use that. The feeling will be more comfortable, but, finally the new one is also used one. I think, new one and used one is same thing. ",Korean
